transaction_id,date,product_id,machine_id,planned_units,units_produced,units_defective,planned_duration,actual_duration
4543,2025-01-31,P005,M009,617,571,31,301,414
4544,2025-07-17,P041,M067,354,343,3,432,426
4545,2025-12-20,P060,M062,623,556,36,533,671
4546,2025-07-30,P043,M022,546,487,18,567,519
4547,2025-05-02,P024,M058,180,170,10,150,191
4548,2025-07-19,P021,M010,768,673,23,519,624
4549,2025-09-25,P055,M024,218,210,16,74,75
4550,2025-09-24,P053,M053,742,693,46,514,545
4551,2025-09-20,P082,M063,123,108,2,528,486
4552,2025-01-23,P082,M027,736,682,27,119,121
4553,2025-02-28,P031,M026,211,192,11,135,157
4554,2025-07-02,P013,M014,820,724,33,382,459
4555,2025-04-29,P066,M053,593,514,41,522,653
4556,2025-05-16,P059,M009,659,637,13,369,489
4557,2025-08-16,P025,M061,317,293,3,318,287
4558,2025-04-15,P035,M062,312,310,7,70,82
4559,2025-06-17,P054,M060,848,847,56,244,329
4560,2025-07-10,P059,M058,625,586,14,117,114
4561,2025-11-07,P093,M050,665,573,14,171,230
4562,2025-01-17,P076,M052,221,215,5,597,815
4563,2025-03-12,P048,M003,693,593,24,134,146
4564,2025-02-06,P020,M058,444,404,9,363,464
4565,2025-01-13,P086,M063,809,766,32,64,89
4566,2025-06-04,P060,M005,804,742,35,97,102
4567,2025-11-06,P096,M043,485,422,3,203,254
4568,2025-11-06,P081,M073,943,891,68,356,351
4569,2025-11-05,P061,M019,926,792,36,216,243
4570,2025-05-07,P046,M030,975,935,53,100,125
4571,2025-04-09,P071,M054,718,715,28,209,191
4572,2025-05-21,P084,M059,118,109,3,526,668
4573,2025-07-20,P063,M055,225,218,14,331,431
4574,2025-03-17,P095,M041,650,555,33,357,487
4575,2025-11-04,P099,M064,201,183,1,568,649
4576,2025-04-22,P081,M046,336,294,11,89,95
4577,2025-03-24,P084,M054,277,260,4,264,262
4578,2025-01-18,P070,M043,446,416,25,333,360
4579,2025-08-02,P089,M018,853,736,31,220,284
4580,2025-09-03,P006,M023,230,224,17,191,182
4581,2025-02-18,P019,M072,398,388,7,116,110
4582,2025-07-28,P066,M020,718,691,38,86,101
4583,2025-01-01,P055,M059,312,278,14,390,411
4584,2025-10-17,P016,M051,283,279,16,291,399
4585,2025-11-22,P052,M023,911,840,58,324,408
4586,2025-10-12,P032,M035,394,337,7,568,672
4587,2025-05-01,P048,M055,837,806,7,519,521
4588,2025-01-20,P014,M042,922,921,19,534,548
4589,2025-08-08,P056,M029,189,177,5,127,139
4590,2025-07-15,P007,M057,226,210,2,118,141
4591,2025-10-07,P040,M012,849,776,46,104,143
4592,2025-11-11,P075,M005,445,434,11,409,508
4593,2025-10-13,P067,M026,329,297,9,193,269
4594,2025-01-26,P088,M036,646,561,40,486,512
4595,2025-03-29,P014,M064,846,774,57,496,677
4596,2025-02-22,P075,M047,942,914,53,208,269
4597,2025-08-21,P008,M053,744,699,52,162,216
4598,2025-07-12,P031,M003,484,413,4,451,434
4599,2025-12-24,P031,M025,300,297,6,219,214
4600,2025-08-01,P038,M014,723,636,31,436,405
4601,2025-04-09,P070,M039,654,595,18,428,428
4602,2025-10-27,P048,M006,501,427,33,154,202
4603,2025-09-20,P076,M018,923,786,56,108,104
4604,2025-07-23,P052,M013,536,476,22,96,118
4605,2025-03-02,P046,M009,401,397,5,232,252
4606,2025-02-28,P052,M044,691,641,20,284,393
4607,2025-11-30,P095,M049,392,336,19,570,536
4608,2025-04-06,P071,M046,483,445,2,205,189
4609,2025-04-25,P080,M045,914,848,25,63,64
4610,2025-09-21,P080,M054,495,429,32,572,759
4611,2025-06-27,P072,M052,562,560,28,258,325
4612,2025-03-13,P075,M006,355,302,14,515,543
4613,2025-09-23,P032,M023,677,619,48,172,187
4614,2025-09-13,P055,M036,669,637,44,371,440
4615,2025-07-17,P097,M070,697,626,30,179,169
4616,2025-03-13,P057,M071,693,650,18,331,402
4617,2025-03-01,P018,M031,804,782,24,336,402
4618,2025-10-30,P062,M032,864,742,14,576,650
4619,2025-07-07,P037,M042,255,247,4,396,452
4620,2025-06-25,P030,M026,720,648,21,195,189
4621,2025-05-20,P068,M055,539,516,30,441,433
4622,2025-01-24,P075,M007,930,874,22,159,187
4623,2025-10-31,P004,M012,393,336,26,243,283
4624,2025-01-22,P092,M070,186,179,8,541,545
4625,2025-01-02,P069,M059,278,265,19,485,525
4626,2025-09-30,P047,M036,109,101,5,447,503
4627,2025-04-08,P072,M038,852,745,3,491,490
4628,2025-01-27,P056,M042,189,185,14,338,423
4629,2025-07-03,P044,M005,316,296,14,255,325
4630,2025-09-15,P059,M047,851,815,48,153,146
4631,2025-12-20,P013,M041,732,675,28,159,164
4632,2025-11-05,P019,M012,505,450,21,589,793
4633,2025-03-04,P069,M005,923,806,55,205,286
4634,2025-05-04,P017,M008,417,366,23,285,336
4635,2025-12-07,P057,M067,902,901,63,301,294
4636,2025-01-17,P074,M048,159,156,5,280,255
4637,2025-11-01,P018,M007,337,316,19,262,287
4638,2025-02-12,P013,M009,364,350,26,550,697
4639,2025-08-10,P008,M033,774,693,42,163,199
4640,2025-03-02,P021,M003,177,164,1,179,238
4641,2025-06-06,P083,M052,912,824,41,236,247
4642,2025-06-17,P006,M017,728,694,53,437,451
4643,2025-06-29,P085,M017,604,571,8,416,507
4644,2025-11-21,P068,M012,445,379,13,480,599
4645,2025-12-26,P098,M001,467,425,29,158,194
4646,2025-10-23,P031,M023,840,730,13,319,379
4647,2025-09-17,P005,M045,633,626,47,250,331
4648,2025-08-06,P029,M038,254,226,5,132,177
4649,2025-11-02,P084,M070,536,462,9,174,180
4650,2025-05-28,P021,M033,512,473,12,286,384
4651,2025-12-26,P034,M008,104,93,1,237,319
4652,2025-02-28,P022,M028,739,667,45,286,263
4653,2025-04-25,P063,M053,567,552,34,305,378
4654,2025-04-15,P055,M007,965,859,39,526,518
4655,2025-05-03,P046,M061,309,308,11,429,576
4656,2025-04-29,P080,M043,772,770,53,424,464
4657,2025-11-01,P054,M037,664,567,14,324,293
4658,2025-01-03,P020,M069,756,715,5,113,135
4659,2025-04-13,P090,M058,382,345,27,277,340
4660,2025-11-21,P035,M048,666,598,41,89,82
4661,2025-12-10,P053,M036,508,474,7,417,427
4662,2025-02-24,P009,M020,926,836,39,270,355
4663,2025-11-15,P090,M008,944,829,4,279,302
4664,2025-04-21,P097,M040,775,734,25,464,601
4665,2025-01-07,P100,M054,834,792,35,563,620
4666,2025-11-14,P065,M009,771,754,8,571,796
4667,2025-10-24,P016,M032,167,147,5,60,55
4668,2025-07-25,P051,M037,503,457,4,389,418
4669,2025-11-10,P025,M047,231,206,15,164,220
4670,2025-07-12,P029,M049,114,101,1,359,327
4671,2025-08-02,P049,M017,126,124,7,245,281
4672,2025-11-05,P048,M002,621,563,30,283,271
4673,2025-03-22,P040,M055,648,561,12,105,128
4674,2025-07-26,P018,M059,808,728,40,472,513
4675,2025-12-21,P034,M048,980,855,34,70,90
4676,2025-09-11,P073,M051,390,338,18,598,639
4677,2025-07-15,P063,M030,890,824,33,273,302
4678,2025-08-19,P070,M019,554,495,22,225,278
4679,2025-04-21,P087,M034,344,342,14,441,587
4680,2025-02-13,P061,M059,344,297,3,464,451
4681,2025-01-29,P041,M026,326,289,5,437,406
4682,2025-08-21,P077,M033,711,668,6,209,267
4683,2025-02-14,P056,M002,447,428,12,280,252
4684,2025-06-30,P026,M039,425,419,8,410,412
4685,2025-05-19,P002,M029,112,106,1,438,470
4686,2025-05-16,P008,M020,714,655,41,69,68
4687,2025-07-01,P002,M057,275,243,6,443,512
4688,2025-06-09,P066,M004,803,791,44,117,106
4689,2025-08-30,P098,M022,473,449,19,575,597
4690,2025-05-31,P069,M035,889,804,4,75,90
4691,2025-03-08,P032,M034,757,717,49,141,151
4692,2025-12-12,P072,M026,598,566,41,331,316
4693,2025-07-14,P023,M010,415,396,3,238,273
4694,2025-02-03,P085,M013,898,818,50,380,460
4695,2025-07-09,P068,M035,776,668,13,119,166
4696,2025-11-11,P039,M062,1000,919,9,92,114
4697,2025-07-10,P040,M028,682,586,11,179,201
4698,2025-02-26,P042,M040,836,727,36,178,233
4699,2025-07-31,P087,M003,432,382,4,544,739
4700,2025-06-03,P087,M045,902,831,10,523,582
4701,2025-05-19,P014,M060,313,312,20,422,433
4702,2025-04-24,P022,M065,711,688,20,533,659
4703,2025-07-27,P023,M009,812,693,39,246,336
4704,2025-09-23,P061,M049,508,469,34,539,539
4705,2025-03-20,P095,M030,226,213,3,305,394
4706,2025-10-17,P056,M018,775,673,7,501,561
4707,2025-05-06,P075,M061,251,241,6,423,580
4708,2025-07-20,P034,M070,497,484,24,145,188
4709,2025-09-24,P071,M026,506,456,33,454,534
4710,2025-05-16,P091,M049,161,158,6,524,664
4711,2025-08-20,P003,M068,162,143,4,528,696
4712,2025-07-28,P038,M071,559,517,32,599,650
4713,2025-07-08,P062,M058,890,798,53,359,396
4714,2025-06-27,P057,M007,616,554,38,484,442
4715,2025-09-28,P021,M019,601,559,22,496,572
4716,2025-05-22,P073,M064,180,158,10,376,436
4717,2025-05-30,P038,M036,943,820,52,318,298
4718,2025-10-27,P077,M012,313,297,23,331,298
4719,2025-09-19,P010,M041,524,498,13,366,442
4720,2025-08-07,P048,M055,735,711,34,263,354
4721,2025-09-21,P002,M052,742,670,42,247,327
4722,2025-04-24,P027,M043,156,133,8,139,130
4723,2025-05-14,P013,M060,628,609,12,77,98
4724,2025-11-02,P031,M017,599,572,11,269,373
4725,2025-10-19,P021,M007,236,229,2,591,577
4726,2025-02-22,P069,M035,862,751,25,304,310
4727,2025-11-17,P073,M008,758,739,46,530,579
4728,2025-08-27,P066,M038,227,206,8,246,229
4729,2025-04-06,P068,M071,914,889,8,366,490
4730,2025-01-16,P021,M049,787,695,52,152,205
4731,2025-01-17,P002,M071,134,124,1,538,589
4732,2025-07-31,P049,M058,292,259,10,520,561
4733,2025-01-08,P008,M016,876,849,20,582,748
4734,2025-09-23,P012,M002,483,461,25,359,370
4735,2025-06-01,P083,M027,982,876,54,362,359
4736,2025-09-20,P052,M021,612,538,27,434,404
4737,2025-03-23,P068,M037,107,100,2,472,490
4738,2025-11-21,P013,M011,592,543,42,149,195
4739,2025-12-09,P091,M016,566,547,10,367,488
4740,2025-12-21,P078,M067,699,678,28,258,347
4741,2025-03-29,P004,M005,885,762,57,68,88
4742,2025-07-01,P100,M017,107,99,4,580,725
4743,2025-03-02,P087,M045,263,260,17,537,616
4744,2025-07-29,P005,M010,653,612,4,475,465
4745,2025-05-21,P064,M009,116,113,7,529,498
4746,2025-10-09,P083,M053,383,335,11,464,596
4747,2025-07-22,P064,M017,439,401,6,332,358
4748,2025-07-02,P043,M046,824,823,53,126,154
4749,2025-01-19,P099,M053,470,463,36,91,91
4750,2025-12-19,P027,M038,911,774,34,422,445
4751,2025-02-13,P076,M045,713,618,40,578,740
4752,2025-10-06,P025,M034,956,834,20,447,487
4753,2025-12-08,P029,M036,698,675,53,247,338
4754,2025-06-27,P063,M060,742,660,39,488,459
4755,2025-10-08,P070,M048,640,554,39,187,220
4756,2025-08-13,P069,M070,443,404,9,422,470
4757,2025-03-10,P076,M010,807,699,45,117,141
4758,2025-02-26,P076,M072,284,263,8,447,560
4759,2025-10-17,P077,M003,255,231,5,93,113
4760,2025-05-16,P012,M058,223,193,10,252,338
4761,2025-01-15,P025,M057,408,362,14,584,767
4762,2025-09-09,P001,M002,254,232,4,213,285
4763,2025-03-17,P012,M024,664,577,38,178,169
4764,2025-04-16,P083,M045,561,480,15,512,635
4765,2025-04-15,P050,M070,465,460,23,566,750
4766,2025-05-31,P078,M027,916,852,58,410,539
4767,2025-02-23,P025,M064,198,195,11,381,491
4768,2025-06-25,P038,M070,146,141,2,458,632
4769,2025-04-28,P003,M019,885,840,19,496,546
4770,2025-06-27,P092,M019,720,701,40,259,305
4771,2025-02-09,P079,M020,744,699,9,215,274
4772,2025-08-14,P068,M018,212,202,11,288,349
4773,2025-06-18,P083,M036,379,354,14,273,303
4774,2025-07-12,P087,M051,677,644,3,354,443
4775,2025-04-20,P068,M040,149,129,3,344,370
4776,2025-04-15,P040,M008,836,724,37,593,619
4777,2025-02-26,P039,M063,833,808,40,220,236
4778,2025-03-03,P063,M068,734,625,31,106,111
4779,2025-08-10,P003,M028,959,951,10,548,708
4780,2025-10-19,P031,M014,820,815,45,272,369
4781,2025-02-15,P075,M004,223,210,1,548,533
4782,2025-01-30,P007,M068,162,145,4,121,124
4783,2025-12-08,P007,M053,941,824,60,347,388
4784,2025-11-29,P002,M059,530,521,37,518,615
4785,2025-12-12,P021,M013,190,168,8,166,211
4786,2025-11-07,P013,M025,300,290,19,560,695
4787,2025-06-03,P083,M043,172,167,9,189,256
4788,2025-12-01,P072,M007,392,354,12,399,433
4789,2025-03-05,P061,M001,546,482,6,122,123
4790,2025-04-25,P015,M035,529,455,9,361,430
4791,2025-10-10,P014,M014,444,385,11,468,650
4792,2025-12-07,P015,M039,901,805,14,352,365
4793,2025-10-31,P100,M042,889,882,34,198,187
4794,2025-06-30,P029,M071,429,391,9,179,184
4795,2025-07-31,P082,M001,466,461,7,490,602
4796,2025-12-11,P016,M009,780,690,42,527,671
4797,2025-08-06,P019,M027,127,113,4,76,71
4798,2025-05-28,P055,M007,310,305,22,500,582
4799,2025-07-20,P060,M032,880,756,12,452,501
4800,2025-07-20,P031,M003,668,634,47,199,236
4801,2025-10-26,P052,M014,657,596,31,359,405
4802,2025-03-31,P017,M069,353,346,6,494,596
4803,2025-09-11,P059,M015,790,723,56,123,132
4804,2025-02-14,P030,M017,244,238,15,331,453
4805,2025-12-24,P032,M007,779,719,16,563,591
4806,2025-07-18,P032,M001,591,566,14,487,480
4807,2025-11-15,P011,M032,113,98,1,230,238
4808,2025-07-22,P058,M021,826,750,12,359,409
4809,2025-06-27,P011,M001,328,312,13,311,285
4810,2025-03-08,P075,M002,185,173,8,269,246
4811,2025-12-30,P073,M024,276,239,12,71,94
4812,2025-10-02,P096,M070,486,460,4,500,579
4813,2025-08-21,P088,M031,481,432,12,504,626
4814,2025-09-15,P002,M007,658,650,5,322,375
4815,2025-05-31,P091,M051,616,538,6,224,269
4816,2025-02-22,P040,M011,367,348,9,352,372
4817,2025-10-09,P064,M002,850,779,49,520,494
4818,2025-04-21,P020,M010,824,758,57,309,421
4819,2025-05-05,P097,M043,304,282,10,333,410
4820,2025-05-10,P043,M033,908,841,26,524,552
4821,2025-07-28,P072,M017,835,816,56,239,259
4822,2025-09-19,P019,M042,366,321,16,399,480
4823,2025-03-19,P080,M059,603,528,25,273,302
4824,2025-06-16,P019,M037,970,825,62,589,808
4825,2025-03-29,P001,M003,790,753,33,142,151
4826,2025-11-20,P067,M030,335,285,3,522,705
4827,2025-10-21,P015,M021,271,266,18,226,262
4828,2025-08-31,P053,M072,723,702,32,381,393
4829,2025-10-11,P045,M003,672,604,20,569,729
4830,2025-10-02,P085,M016,395,343,24,355,493
4831,2025-05-03,P007,M008,990,875,61,173,169
4832,2025-08-25,P020,M022,775,773,19,554,631
4833,2025-01-10,P073,M012,957,818,6,453,410
4834,2025-09-15,P023,M002,622,618,48,153,161
4835,2025-01-11,P015,M002,456,424,13,560,728
4836,2025-04-28,P001,M047,517,494,15,243,271
4837,2025-03-28,P095,M021,363,354,26,383,353
4838,2025-02-02,P018,M010,827,728,32,181,189
4839,2025-07-05,P069,M037,143,128,7,568,646
4840,2025-02-08,P032,M045,690,607,11,339,460
4841,2025-10-25,P056,M003,784,696,35,131,142
4842,2025-01-07,P051,M011,592,582,11,248,313
4843,2025-03-26,P053,M067,838,743,9,105,114
4844,2025-05-06,P075,M039,560,481,21,505,579
4845,2025-06-20,P004,M001,958,883,65,65,83
4846,2025-11-12,P053,M054,194,175,5,585,722
4847,2025-04-06,P082,M042,498,445,2,126,169
4848,2025-11-10,P009,M064,409,354,7,263,324
4849,2025-02-07,P083,M010,566,527,17,511,639
4850,2025-03-11,P068,M033,933,899,62,212,240
4851,2025-08-14,P020,M034,979,840,52,483,575
4852,2025-10-11,P027,M071,645,615,39,431,491
4853,2025-02-24,P043,M021,901,896,64,113,106
4854,2025-10-18,P058,M051,871,853,32,259,341
4855,2025-01-31,P065,M006,539,518,26,506,544
4856,2025-01-18,P013,M016,350,335,21,328,384
4857,2025-07-02,P015,M052,915,836,39,178,172
4858,2025-05-14,P039,M020,777,740,53,245,223
4859,2025-07-08,P014,M048,500,491,20,178,247
4860,2025-10-20,P017,M038,915,851,61,158,170
4861,2025-03-25,P043,M069,480,436,29,583,545
4862,2025-09-22,P007,M003,1000,922,32,105,115
4863,2025-02-23,P080,M059,607,566,39,144,171
4864,2025-05-21,P088,M041,566,494,33,428,566
4865,2025-06-21,P054,M066,881,809,35,327,455
4866,2025-01-11,P066,M069,913,858,50,260,255
4867,2025-03-22,P096,M039,390,357,9,532,511
4868,2025-11-16,P060,M054,940,872,9,75,88
4869,2025-09-16,P077,M053,446,412,14,492,608
4870,2025-05-04,P047,M016,416,409,32,428,424
4871,2025-08-06,P002,M055,683,626,39,544,697
4872,2025-02-19,P083,M035,721,616,43,261,271
4873,2025-10-27,P048,M026,215,194,7,245,267
4874,2025-05-09,P079,M054,949,836,63,130,123
4875,2025-12-26,P084,M038,563,541,24,195,247
4876,2025-10-24,P002,M006,501,426,20,186,255
4877,2025-01-23,P029,M073,609,525,27,568,626
4878,2025-07-19,P012,M039,444,428,11,205,202
4879,2025-12-31,P049,M033,719,689,27,60,75
4880,2025-10-27,P078,M009,832,827,31,377,464
4881,2025-08-28,P059,M022,830,733,24,372,345
4882,2025-04-10,P032,M044,730,680,13,233,283
4883,2025-08-12,P045,M009,677,597,23,159,175
4884,2025-10-22,P011,M057,602,517,19,101,139
4885,2025-05-16,P097,M023,284,281,2,170,187
4886,2025-06-06,P011,M070,646,587,18,408,388
4887,2025-03-13,P017,M058,128,114,1,374,487
4888,2025-04-03,P009,M045,774,675,4,352,481
4889,2025-07-19,P012,M034,811,728,12,512,669
4890,2025-01-16,P052,M013,815,773,31,563,612
4891,2025-06-13,P034,M030,494,493,6,570,655
4892,2025-10-27,P006,M022,467,461,14,353,426
4893,2025-07-21,P070,M060,114,111,4,359,494
4894,2025-12-26,P006,M027,970,889,61,504,468
4895,2025-12-01,P042,M058,621,611,44,195,214
4896,2025-09-11,P083,M026,683,606,40,297,313
4897,2025-08-01,P042,M015,980,911,8,140,166
4898,2025-04-22,P050,M072,748,702,45,431,442
4899,2025-07-13,P035,M022,998,862,31,187,200
4900,2025-08-03,P089,M062,739,632,39,403,425
4901,2025-12-16,P006,M005,270,241,11,303,317
4902,2025-06-16,P091,M016,168,160,5,192,259
4903,2025-07-04,P085,M003,359,343,4,327,330
4904,2025-04-28,P076,M019,608,596,30,456,481
4905,2025-11-28,P028,M012,201,189,6,248,254
4906,2025-12-07,P094,M034,377,348,17,162,210
4907,2025-07-04,P082,M029,360,320,16,334,447
4908,2025-07-22,P077,M006,130,119,4,196,226
4909,2025-08-07,P052,M012,768,741,21,129,133
4910,2025-05-05,P019,M041,888,766,33,105,126
4911,2025-02-15,P019,M030,398,386,17,277,356
4912,2025-12-25,P064,M044,841,731,45,371,393
4913,2025-04-22,P067,M066,684,637,13,187,168
4914,2025-01-01,P006,M054,599,564,40,247,264
4915,2025-02-10,P045,M050,680,656,6,195,200
4916,2025-10-06,P019,M072,932,908,53,452,480
4917,2025-04-23,P057,M019,951,883,51,473,474
4918,2025-04-09,P067,M023,543,492,5,74,102
4919,2025-03-05,P046,M038,572,506,22,568,542
4920,2025-01-02,P089,M013,934,848,61,331,357
4921,2025-09-04,P090,M038,439,402,2,580,806
4922,2025-02-26,P067,M054,850,735,55,541,598
4923,2025-03-31,P093,M050,745,701,40,541,579
4924,2025-08-01,P056,M072,156,153,4,63,70
4925,2025-01-13,P092,M002,841,812,49,104,109
4926,2025-12-18,P092,M064,359,341,11,516,515
4927,2025-10-01,P007,M001,421,413,19,204,239
4928,2025-07-24,P069,M054,303,274,3,414,524
4929,2025-10-29,P046,M072,611,586,32,594,721
4930,2025-09-20,P057,M002,847,780,19,426,523
4931,2025-07-27,P048,M041,692,603,43,302,405
4932,2025-06-06,P024,M068,181,175,1,423,435
4933,2025-07-07,P013,M059,313,294,16,379,430
4934,2025-06-02,P015,M048,869,763,51,208,244
4935,2025-05-23,P066,M001,774,757,41,599,654
4936,2025-09-19,P030,M036,660,579,28,312,409
4937,2025-09-19,P038,M044,653,562,6,290,356
4938,2025-08-10,P034,M033,534,474,33,459,488
4939,2025-07-06,P016,M060,249,217,10,424,501
4940,2025-12-13,P011,M058,642,606,46,331,393
4941,2025-06-28,P050,M028,392,366,7,240,245
4942,2025-08-21,P047,M006,726,672,11,349,417
4943,2025-03-24,P079,M056,648,615,7,311,386
4944,2025-07-23,P016,M040,268,230,18,187,258
4945,2025-08-26,P011,M039,808,707,42,600,741
4946,2025-09-22,P035,M071,773,728,12,396,522
4947,2025-08-26,P035,M060,876,828,23,276,283
4948,2025-01-18,P031,M069,348,335,14,231,213
4949,2025-08-22,P009,M008,633,556,4,208,258
4950,2025-09-16,P071,M013,584,545,13,151,150
4951,2025-09-12,P087,M066,234,217,5,551,681
4952,2025-05-10,P065,M032,670,599,34,105,118
4953,2025-03-23,P093,M033,499,458,3,399,540
4954,2025-01-07,P020,M050,984,962,32,216,205
4955,2025-04-22,P063,M021,984,929,44,220,288
4956,2025-01-29,P086,M030,584,503,13,522,633
4957,2025-07-08,P098,M016,752,717,48,74,87
4958,2025-10-06,P031,M067,603,560,14,405,494
4959,2025-09-22,P005,M011,773,725,40,280,328
4960,2025-07-05,P054,M068,273,269,21,124,127
4961,2025-11-25,P044,M058,734,704,3,164,206
4962,2025-09-14,P098,M010,669,604,6,476,452
4963,2025-10-14,P081,M046,855,824,59,566,756
4964,2025-04-17,P052,M069,432,389,18,404,452
4965,2025-11-30,P062,M040,822,712,52,497,497
4966,2025-10-29,P055,M036,939,851,36,91,98
4967,2025-11-06,P084,M002,935,887,18,360,325
4968,2025-05-11,P070,M065,878,868,60,459,466
4969,2025-04-01,P092,M049,324,285,8,139,174
4970,2025-12-23,P096,M018,316,278,1,306,333
4971,2025-12-10,P099,M029,247,240,16,312,322
4972,2025-04-14,P058,M020,965,951,26,190,249
4973,2025-08-17,P097,M034,741,693,30,383,404
4974,2025-08-23,P061,M049,221,189,6,528,705
4975,2025-08-24,P098,M011,478,419,7,222,230
4976,2025-09-07,P049,M068,286,280,16,253,342
4977,2025-06-01,P017,M031,371,359,2,491,605
4978,2025-09-05,P015,M064,980,945,71,125,132
4979,2025-11-10,P067,M013,456,434,20,518,672
4980,2025-10-04,P038,M064,639,552,8,286,316
4981,2025-08-16,P083,M038,420,387,15,112,101
4982,2025-10-31,P092,M025,835,714,42,301,277
4983,2025-04-26,P026,M045,836,717,29,445,589
4984,2025-12-22,P044,M061,489,475,18,478,458
4985,2025-08-16,P041,M063,250,218,15,211,191
4986,2025-12-17,P024,M030,129,115,8,498,652
4987,2025-07-29,P017,M016,691,612,37,78,92
4988,2025-05-03,P031,M013,107,93,7,347,444
4989,2025-11-01,P073,M073,237,207,7,240,299
4990,2025-05-23,P084,M064,751,648,43,487,484
4991,2025-03-21,P055,M031,809,753,13,256,293
4992,2025-01-10,P033,M055,178,176,2,517,710
4993,2025-07-24,P004,M068,885,819,42,183,242
4994,2025-07-17,P043,M014,184,161,6,485,542
4995,2025-10-09,P078,M059,757,739,41,306,314
4996,2025-02-17,P001,M063,690,681,4,145,154
4997,2025-11-30,P050,M072,810,695,12,71,71
4998,2025-05-13,P091,M015,233,229,7,390,482
4999,2025-05-30,P001,M029,771,694,40,244,259
5000,2025-04-24,P075,M054,152,137,1,168,173
5001,2025-08-03,P048,M023,167,150,5,390,449
5002,2025-10-28,P082,M060,674,643,43,367,458
5003,2025-06-30,P057,M063,541,514,31,128,117
5004,2025-10-15,P027,M024,632,539,14,371,393
5005,2025-05-14,P018,M073,392,355,21,274,333
5006,2025-07-31,P037,M015,270,266,5,99,101
5007,2025-05-28,P065,M037,130,128,9,284,354
5008,2025-10-30,P060,M046,533,486,21,279,285
5009,2025-01-02,P004,M071,925,874,65,421,446
5010,2025-09-24,P069,M020,517,450,7,281,336
5011,2025-09-06,P074,M019,896,865,26,258,259
5012,2025-08-19,P064,M063,735,630,8,274,378
5013,2025-05-04,P058,M024,691,657,7,84,104
5014,2025-07-03,P100,M058,301,289,11,391,395
5015,2025-10-03,P097,M003,937,909,40,487,458
5016,2025-07-19,P013,M044,810,793,17,138,153
5017,2025-10-09,P097,M071,645,574,14,240,300
5018,2025-04-06,P023,M073,290,270,17,224,267
5019,2025-08-02,P083,M025,519,501,34,599,583
5020,2025-09-09,P040,M069,822,772,60,303,371
5021,2025-08-05,P005,M042,211,196,4,201,205
5022,2025-01-28,P056,M024,486,413,2,179,206
5023,2025-01-11,P026,M019,593,563,28,369,373
5024,2025-11-11,P076,M015,569,537,15,529,682
5025,2025-06-09,P089,M010,715,623,22,281,309
5026,2025-03-03,P003,M063,291,260,7,315,397
5027,2025-02-20,P029,M019,534,473,5,445,489
5028,2025-05-23,P078,M027,475,469,13,325,434
5029,2025-04-27,P024,M021,602,533,37,343,370
5030,2025-11-29,P039,M063,862,843,25,248,338
5031,2025-01-01,P040,M052,1000,876,66,391,520
5032,2025-08-10,P011,M001,533,473,2,301,306
5033,2025-08-04,P018,M042,176,151,11,154,162
5034,2025-10-06,P088,M011,297,263,9,297,363
5035,2025-04-29,P059,M041,834,781,10,591,606
5036,2025-02-16,P077,M024,924,896,15,538,746
5037,2025-03-04,P006,M050,822,773,7,315,331
5038,2025-09-04,P025,M066,897,829,15,308,364
5039,2025-06-19,P095,M014,956,898,29,568,731
5040,2025-06-08,P033,M028,949,863,41,551,604
5041,2025-06-19,P012,M016,958,905,56,575,689
5042,2025-10-10,P006,M041,344,300,21,133,184
5043,2025-12-25,P058,M011,488,474,36,203,254
5044,2025-05-19,P063,M046,776,722,7,443,417
5045,2025-12-12,P029,M061,864,860,9,329,317
5046,2025-10-19,P029,M028,838,743,24,245,251
5047,2025-10-17,P067,M063,961,914,65,201,255
5048,2025-03-20,P034,M044,122,115,3,210,241
5049,2025-10-23,P049,M058,845,733,29,60,75
5050,2025-03-04,P046,M052,273,248,15,316,436
5051,2025-09-30,P004,M068,591,510,21,493,593
5052,2025-06-29,P035,M028,168,159,5,129,144
5053,2025-11-04,P038,M023,367,324,2,285,398
5054,2025-10-26,P098,M022,814,727,32,228,209
5055,2025-06-14,P089,M016,156,141,1,563,684
5056,2025-09-28,P060,M028,801,709,36,453,468
5057,2025-12-20,P037,M007,703,613,47,168,194
5058,2025-07-30,P060,M032,476,460,9,405,399
5059,2025-08-19,P006,M062,573,495,39,77,70
5060,2025-05-25,P090,M068,466,448,28,546,531
5061,2025-05-02,P078,M048,438,435,19,185,253
5062,2025-08-15,P078,M066,156,152,2,164,159
5063,2025-09-03,P003,M029,725,655,8,570,766
5064,2025-04-26,P085,M069,611,590,20,505,476
5065,2025-10-22,P029,M007,137,128,6,443,400
5066,2025-07-04,P021,M002,995,930,46,585,532
5067,2025-05-07,P058,M001,865,816,34,420,425
5068,2025-11-06,P019,M014,841,751,32,522,601
5069,2025-08-14,P077,M013,874,830,30,277,386
5070,2025-01-06,P063,M073,360,342,27,509,548
5071,2025-08-30,P016,M024,563,496,5,415,415
5072,2025-07-01,P060,M061,785,772,57,398,463
5073,2025-12-18,P048,M013,754,698,39,526,531
5074,2025-08-09,P052,M072,641,602,24,234,241
5075,2025-09-01,P027,M028,506,499,30,451,567
5076,2025-07-20,P051,M007,861,837,37,498,558
5077,2025-05-08,P088,M015,474,471,35,64,66
5078,2025-05-01,P007,M014,653,628,30,440,456
